Hotel Name,City,Country,Rating,Price,Amenities,Review-1,Review-2,,,,,
RatiLanna Riverside Spa Resort Chiang Mai,Mai,Thailand,4.5,10071,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment, , ,,,,,
Sireeampan Boutique Resort & Spa,Mai,Thailand,4.5,19130,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment, , ,,,,,
Sibsan Luxury Hotel Rimping,Mai,Thailand,4,9946,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaLaundry Service, , ,,,,,
Rachamankha Hotel a Member of Relais & Châteaux,Mai,Thailand,4.5,12717,Air ConditioningBanquet hallFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Art Mai Gallery Nimman Hotel Chiang Mai,Mai,Thailand,4.5,4102,Air ConditioningBanquet hallCCTV surveillanceFree InternetHealth-SpaIndoor EntertainmentOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Na Nirand Romantic Boutique Resort,Mai,Thailand,,8695,Free InternetFront deskLaundry ServiceRestaurant/Coffee ShopSwimming Pool, , ,,,,,
X2 Chiang Mai North Gate Villa,Mai,Thailand,4,35090,Air ConditioningCCTV surveillanceIndoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Empress Premier Hotel,Mai,Thailand,,4412,Banquet hallBusiness ServicesFree InternetFront deskLaundry ServiceSpaSwimming Pool, , ,,,,,
Amata Lanna Village,Mai,Thailand,5,3603,Air ConditioningConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Duangtawan Hotel Chiang Mai,Mai,Thailand,4.2,2256,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment,Great location. Night market is near. Good hotel,Nice hotel. Near to Food market. Big hotel. Nice experiance.,,,,,
Ruen Come In,Mai,Thailand,4.5,3388,Air ConditioningBanquet hallCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Maraya Hotel & Resort,Mai,Thailand,4.5,4159,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
The Opium Serviced Apartment & Hotel Chiang Mai,Mai,Thailand,4.5,2037,Airport Transfer (on Demand)CCTV surveillanceHealth-SpaLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpaSwimming Pool,the hotel staff very helpful very polite enjoyed the stay so much and as we are vegetarian they make us pure veg brkfast, ,,,,,
De Chai Oriental Nimman Hotel,Mai,Thailand,4,3671,Air ConditioningBanquet hallFree InternetHealth-SpaLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
U Chiang Mai,Mai,Thailand,4.5,4301,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Tamarind Village,Mai,Thailand,4.5,6735,Air ConditioningBanquet hallConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Yaang Come Village,Mai,Thailand,4.5,8684,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetLaundry ServiceOutdoor Activities, , ,,,,,
Baan Klang Wiang Hotel,Mai,Thailand,5,2332,Air ConditioningAirport Transfer (on Demand)Laundry Service, , ,,,,,
The Britannia,Mai,Thailand,4.5,606,CCTV surveillanceFree InternetLaundry ServiceTravel Assistance, , ,,,,,
Manee Guest House,Mai,Thailand,4,1192,Air ConditioningFree InternetLaundry ServiceRestaurant/Coffee ShopSpaSwimming PoolTravel Assistance, , ,,,,,
Amaka Bed and Breakfast,Mai,Thailand,5,2434,Air ConditioningBusiness ServicesFree InternetRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Oxotel - Hostel,Mai,Thailand,4.5,2551,Indoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Hostel by BED,Mai,Thailand,4.5,1158,Free InternetFront deskParking Facility, , ,,,,,
D-Well Hostel,Mai,Thailand,5,1161,Airport Transfer (on Demand)Indoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
S.K.House 1,Mai,Thailand,5,669,Free InternetFront deskRestaurant/Coffee ShopSwimming Pool,Pleasant stay,Great location,,,,,
ThongRan's house,Mai,Thailand,5,1305,Air ConditioningLaundry ServiceRestaurant/Coffee ShopSpaTravel Assistance, , ,,,,,
Sleep Guesthouse,Mai,Thailand,5,1500,Airport Transfer (on Demand), , ,,,,,
The August Hostel,Mai,Thailand,5,671,Air ConditioningCCTV surveillanceLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
CHU Hotel Chiangmai,Mai,Thailand,5,2240,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Gategaa Village,Mai,Thailand,3,2109,Airport Transfer (on Demand)Business ServicesCCTV surveillanceHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Shewe Wana Suite Resort,Mai,Thailand,4.5,5243,Air ConditioningCCTV surveillanceDiningFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Hueandin Klinmai Boutique Hotel,Mai,Thailand,5,1614,Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Riverside House Hotel,Mai,Thailand,4.5,1826,Air ConditioningFree InternetOutdoor ActivitiesSwimming PoolTravel Assistance, , ,,,,,
Kawila126 Villa,Mai,Thailand,,2015,, , ,,,,,
Na Nirand Romantic Boutique Resort,Mai,Thailand,,8695,Free InternetFront deskLaundry ServiceRestaurant/Coffee ShopSwimming Pool, , ,,,,,
Warm Hostel,Mai,Thailand,,1250,Health-SpaIndoor EntertainmentLaundry ServiceRestaurant/Coffee ShopSpaTravel Assistance, , ,,,,,
Ban Narai River Guesthouse,Mai,Thailand,5,1846,Airport Transfer (on Demand)Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
09 Hostel,Mai,Thailand,5,886,Air ConditioningFree InternetIndoor EntertainmentRestaurant/Coffee Shop, , ,,,,,
Hyde Park Chiangmai,Mai,Thailand,4.5,2789,Airport Transfer (on Demand)CCTV surveillanceConference RoomFree InternetHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
B2 Premier Hotel & Resort,Mai,Thailand,3.5,1071,Airport Transfer (on Demand)CCTV surveillanceFree InternetLaundry ServiceRestaurant/Coffee ShopRoom ServiceSwimming PoolTravel Assistance, , ,,,,,
Fullrich Lanna Suite,Mai,Thailand,,2131,Business ServicesFree InternetLaundry ServiceSwimming Pool, , ,,,,,
Urban House 195 Chiang Mai,Mai,Thailand,4,968,Airport Transfer (on Demand)Conference RoomLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpaSwimming Pool, , ,,,,,
Bamboori Boutique Resort Chiang Mai,Mai,Thailand,,1784,Free InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopRoom ServiceSpaSwimming Pool, , ,,,,,
Insight Hostel,Mai,Thailand,,672,Banquet hallRestaurant/Coffee Shop, , ,,,,,
The Heaven at Star Hill Condo,Mai,Thailand,,2015,Free InternetFront deskLaundry ServiceSwimming Pool, , ,,,,,
Smile Lanna Ladies Hostel,Mai,Thailand,,755,, , ,,,,,
Non Nid Non Noi Design Residence,Mai,Thailand,5,1314,Laundry ServiceRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Hug Chang House,Mai,Thailand,,692,Airport Transfer (on Demand)Laundry ServiceTravel Assistance, , ,,,,,
Amaka Bed and Breakfast,Mai,Thailand,5,2434,Air ConditioningBusiness ServicesFree InternetRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Me U Hostel & Tour,Mai,Thailand,4,291,Air ConditioningFree InternetLaundry ServiceTravel Assistance,great location,it was okay for the value. I got a bed in fan dormitory room for 100 bath. room was bit hotter and I couldn't sleep well.,,,,,
Now Chiangmai,Mai,Thailand,4.5,1620,Indoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Kannas Serviced Apartment,Mai,Thailand,,1941,, , ,,,,,
Chotana Villa Hotel Chiang Mai,Mai,Thailand,,2287,CCTV surveillanceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaSwimming PoolTravel Assistance, , ,,,,,
A Good Place,Mai,Thailand,4.5,249,Air ConditioningAirport Transfer (on Demand)Laundry ServiceRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Kaysorn Residence,Mai,Thailand,,1662,, , ,,,,,
Little Guest House Hotel,Mai,Thailand,4.5,1678,Airport Transfer (on Demand)Laundry ServiceParking Facility, , ,,,,,
W Living,Mai,Thailand,,1655,Free InternetFront desk, , ,,,,,
Me U2 Hostel,Mai,Thailand,,262,Air ConditioningFree InternetLaundry ServiceOutdoor ActivitiesTravel Assistance, , ,,,,,
Oxotel - Hostel,Mai,Thailand,4.5,2551,Indoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
The Better Hostel,Mai,Thailand,,1058,Indoor EntertainmentOutdoor ActivitiesTravel Assistance, , ,,,,,
Noble Homestay,Mai,Thailand,4,738,CCTV surveillanceFree InternetLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Baan Bua Kum,Mai,Thailand,4,878,Air ConditioningFree InternetLaundry ServiceOutdoor ActivitiesRoom ServiceTravel Assistance, , ,,,,,
OnPoint Hostel,Mai,Thailand,,246,Air ConditioningIndoor EntertainmentLaundry ServiceOutdoor ActivitiesParking FacilityRestaurant/Coffee ShopSwimming PoolTravel Assistance, , ,,,,,
Manyi Boutique House,Mai,Thailand,,1689,Airport Transfer (on Demand)Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
iSilver Hotel,Mai,Thailand,,2129,Outdoor ActivitiesRestaurant/Coffee ShopSwimming Pool, , ,,,,,
The Prio Condo by Loto,Mai,Thailand,,1645,Health-SpaOutdoor ActivitiesSwimming Pool, , ,,,,,
Nampiangdin Boutique Hotel,Mai,Thailand,,2094,Business ServicesCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Hotel Wualai by cm Stay,Mai,Thailand,,1029,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesParking FacilitySpaTravel Assistance, , ,,,,,
Plern Plern Bed and Bike,Mai,Thailand,5,958,Airport Transfer (on Demand)CCTV surveillanceLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Box Hostel n Cafe Chiang Mai,Mai,Thailand,5,424,Free InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesParking FacilityRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
DewyHouse,Mai,Thailand,5,1676,, , ,,,,,
The Core Hotel,Mai,Thailand,4,1839,Air ConditioningFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSwimming PoolTravel Assistance, , ,,,,,
Saengpanya Home Boutique Hotel,Mai,Thailand,5,2231,Airport Transfer (on Demand)Conference RoomLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
The Luna Compass,Mai,Thailand,,987,Free InternetFront deskLaundry Service, , ,,,,,
Fashen Poshtel,Mai,Thailand,,1392,Free InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee Shop, , ,,,,,
Arch39 The Wall,Mai,Thailand,,2796,, , ,,,,,
Nateesin Apartment,Mai,Thailand,,699,Air ConditioningAirport Transfer (on Demand)CCTV surveillanceLaundry ServiceRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
ICheck Inn Trams Square Chiang Mai,Mai,Thailand,,1322,, , ,,,,,
Darley Hotel Chiangmai,Mai,Thailand,,1189,Air ConditioningOutdoor ActivitiesRoom Service, , ,,,,,
Haihostel,Mai,Thailand,,448,Free InternetFront desk, , ,,,,,
DoubleTree House,Mai,Thailand,,1854,Airport Transfer (on Demand)Banquet hallCCTV surveillanceConference RoomLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSpa, , ,,,,,
Thapae Happy House,Mai,Thailand,4.5,1372,Laundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Ashi Hostel,Mai,Thailand,4.5,669,Airport Transfer (on Demand)Indoor EntertainmentLaundry ServiceRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Natlenxi Vacation Hotel,Mai,Thailand,4,1338,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaOutdoor Activities, , ,,,,,
Yellow Hotel,Mai,Thailand,,1661,Free InternetFront deskLaundry ServiceSpa, , ,,,,,
Huen Sookjai House,Mai,Thailand,4.5,1406,Laundry ServiceTravel Assistance, , ,,,,,
De Chai the Deco Chiang Mai,Mai,Thailand,,4025,Free InternetFront deskLaundry ServiceSwimming Pool, , ,,,,,
Hugnur Hostel & Coffee,Mai,Thailand,,606,, , ,,,,,
The Britannia,Mai,Thailand,4.5,606,CCTV surveillanceFree InternetLaundry ServiceTravel Assistance, , ,,,,,
Ruen Come In,Mai,Thailand,4.5,3388,Air ConditioningBanquet hallCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Thapae Loft,Mai,Thailand,4.5,3899,CCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesParking FacilityRestaurant/Coffee ShopRoom ServiceSwimming Pool, , ,,,,,
Manee Guest House,Mai,Thailand,4,1192,Air ConditioningFree InternetLaundry ServiceRestaurant/Coffee ShopSpaSwimming PoolTravel Assistance, , ,,,,,
De Chai Oriental Nimman Hotel,Mai,Thailand,4,3671,Air ConditioningBanquet hallFree InternetHealth-SpaLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
BED Changkian Hotel - Adults Only,Mai,Thailand,4.5,2095,Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
At Pingnakorn Hotel Chiang Mai,Mai,Thailand,4,2052,Air ConditioningCCTV surveillanceConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
The Sila Boutique Bed & Breakfast,Mai,Thailand,4.5,1823,Air ConditioningCCTV surveillanceLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Sireeampan Boutique Resort & Spa,Mai,Thailand,4.5,10889,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment, , ,,,,,
Chiangmai Gate Hotel,Mai,Thailand,3.5,1159,Airport Transfer (on Demand)CCTV surveillanceConference RoomLaundry ServiceParking FacilityRestaurant/Coffee ShopRoom ServiceSpa,Near the market, ,,,,,
RatiLanna Riverside Spa Resort Chiang Mai,Mai,Thailand,4.5,9325,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment, , ,,,,,
Maraya Hotel & Resort,Mai,Thailand,4.5,4159,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Baan Ing Ping,Mai,Thailand,4.5,1399,Business ServicesCCTV surveillanceLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSpaTravel Assistance, , ,,,,,
Villa San Pee-Seua,Mai,Thailand,4.5,1148,Air ConditioningCCTV surveillanceFree InternetHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Mi Casa Apartment,Mai,Thailand,5,933,Airport Transfer (on Demand)Health-SpaOutdoor ActivitiesRestaurant/Coffee ShopSwimming PoolTravel Assistance,Good room, ,,,,,
Rustic Guesthouse,Mai,Thailand,4.5,1197,Air ConditioningFree InternetLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
De Wiang Kum Kam,Mai,Thailand,4.5,1339,Air ConditioningCCTV surveillanceFree InternetHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Holiday Inn Chiangmai,Mai,Thailand,4,2386,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry Service,After paying the full amount upfront for a 7 day stay inclusing taxes ,awsome,,,,,
Joy's House & Tour,Mai,Thailand,5,3836,Airport Transfer (on Demand)Indoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaSwimming Pool, , ,,,,,
Club One Seven Gay Men Hotel Chiang Mai,Mai,Thailand,4,2518,Free InternetHealth-SpaOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpaSwimming PoolTravel Assistance, , ,,,,,
ONCE (upon a time) Chiang Mai Boutique Home,Mai,Thailand,5,2798,Banquet hallRestaurant/Coffee ShopRoom ServiceTravel Assistance,Very nice place, ,,,,,
Sripoom House 1,Mai,Thailand,3.5,1172,CCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRoom ServiceSpaTravel Assistance,It's a very old hotel and may be called as home stay. The owner lady was nice and cooked for us. Location is good. Please don't expect any modern look.., ,,,,,
Namamema,Mai,Thailand,4.5,1466,Free InternetFront deskParking Facility, , ,,,,,
Sleep Guesthouse,Mai,Thailand,5,1500,Airport Transfer (on Demand), , ,,,,,
The August Hostel,Mai,Thailand,5,671,Air ConditioningCCTV surveillanceLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Wealth Boutique Hotel,Mai,Thailand,4.5,2896,Indoor EntertainmentRestaurant/Coffee ShopSwimming PoolTravel Assistance, , ,,,,,
Vieng Mantra Hotel,Mai,Thailand,4,1403,Air ConditioningAirport Transfer (on Demand)Business ServicesCCTV surveillanceFree InternetLaundry ServiceRestaurant/Coffee ShopRoom Service, , ,,,,,
Sripat Guesthouse,Mai,Thailand,4.5,1661,CCTV surveillanceLaundry Service, , ,,,,,
Pissamorn House,Mai,Thailand,5,2480,Air ConditioningLaundry ServiceTravel Assistance, , ,,,,,
Fundee Hostel at Chiang Mai,Mai,Thailand,4,665,Laundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSpaTravel Assistance, , ,,,,,
Amata Lanna Village,Mai,Thailand,5,3603,Air ConditioningConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Lamduan Boutique Homestay,Mai,Thailand,5,3562,Airport Transfer (on Demand)Conference RoomHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor ActivitiesParking FacilityRestaurant/Coffee Shop, , ,,,,,
Jao Hostel & Cafe Chiangmai,Mai,Thailand,5,410,Indoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Nasaraan,Mai,Thailand,,5749,CCTV surveillanceConference RoomOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
The Bridge An Eclectic Luxotel Chiangmai,Mai,Thailand,,4980,Conference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
The Private Hotel,Mai,Thailand,3.5,762,Airport Transfer (on Demand)Free InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
V heritage villa chiangmai,Mai,Thailand,,3473,Air ConditioningBanquet hallCCTV surveillanceConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Phu Jaya Clay House,Mai,Thailand,,16785,Free InternetOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Pat Home,Mai,Thailand,,1639,, , ,,,,,
Mapping Hostel,Mai,Thailand,4.5,201,Laundry ServiceOutdoor ActivitiesParking FacilityRestaurant/Coffee Shop, , ,,,,,
Shangri-La Hotel Chiang Mai,Mai,Thailand,4.5,7844,Air ConditioningAirport Transfer (on Demand)Banquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-Spa, , ,,,,,
Hongkhao Village,Mai,Thailand,5,4912,CCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSwimming PoolTravel Assistance, , ,,,,,
Baan Sang Singh,Mai,Thailand,4.5,1630,Air ConditioningCCTV surveillanceFree InternetHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Jira Boutique Residence,Mai,Thailand,3.5,1078,Air ConditioningCCTV surveillanceFree InternetHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Thai Thai Hostel,Mai,Thailand,4.5,340,Air ConditioningAirport Transfer (on Demand)Laundry ServiceRestaurant/Coffee ShopSpaTravel Assistance, , ,,,,,
Buarawong Residence,Mai,Thailand,4,1117,Conference RoomFree InternetLaundry Service, , ,,,,,
Nordwind Hotel,Mai,Thailand,3.5,1353,Banquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Baitong Homestay,Mai,Thailand,5,1402,Air ConditioningLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
The Pawin,Mai,Thailand,4,1306,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesTravel Assistance, , ,,,,,
Noble Baan Pastel,Mai,Thailand,,997,Free InternetFront deskLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Le Meridien Chiang Mai,Mai,Thailand,4.5,8180,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaLaundry Service,Located at the most happening place of chiang mai....very gud property....!, ,,,,,
Duangtawan Hotel Chiang Mai,Mai,Thailand,4.2,2256,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment,Great location. Night market is near. Good hotel,Nice hotel. Near to Food market. Big hotel. Nice experiance.,,,,,
Kate and Hasu Boutique Chiangmai,Mai,Thailand,4.5,2524,Airport Transfer (on Demand)Free InternetHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSwimming PoolTravel Assistance, , ,,,,,
Viang Thapae Resort,Mai,Thailand,4,2710,Air ConditioningBusiness ServicesCCTV surveillanceHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
D-Well Hostel,Mai,Thailand,5,1161,Airport Transfer (on Demand)Indoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Banthai Village,Mai,Thailand,4,2501,Air ConditioningAirport Transfer (on Demand)Free InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Hotel de Origin,Mai,Thailand,4.5,2956,Air ConditioningAirport Transfer (on Demand)Banquet hallBusiness ServicesCCTV surveillanceFree InternetLaundry ServiceOutdoor Activities, , ,,,,,
Yaang Come Village,Mai,Thailand,4.5,8684,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetLaundry ServiceOutdoor Activities, , ,,,,,
Mandala House,Mai,Thailand,3.5,2421,Air ConditioningFree InternetLaundry ServiceRestaurant/Coffee ShopSwimming PoolTravel Assistance,Beautiful hotel. Apt for solo travellers and family too. Loved the courtesy and the atmosphere,average value for money. Parking problem !,,,,,
Sasima House,Mai,Thailand,4,1165,Airport Transfer (on Demand)CCTV surveillanceHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Plern Plern Bed and Bike,Mai,Thailand,5,958,Airport Transfer (on Demand)CCTV surveillanceLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Box Hostel n Cafe Chiang Mai,Mai,Thailand,5,424,Free InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesParking FacilityRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
DewyHouse,Mai,Thailand,5,1676,, , ,,,,,
The Core Hotel,Mai,Thailand,4,1839,Air ConditioningFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopSwimming PoolTravel Assistance, , ,,,,,
Saengpanya Home Boutique Hotel,Mai,Thailand,5,2231,Airport Transfer (on Demand)Conference RoomLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopTravel Assistance, , ,,,,,
The Luna Compass,Mai,Thailand,,987,Free InternetFront deskLaundry Service, , ,,,,,
Fashen Poshtel,Mai,Thailand,,1392,Free InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee Shop, , ,,,,,
Arch39 The Wall,Mai,Thailand,,2796,, , ,,,,,
Nateesin Apartment,Mai,Thailand,,699,Air ConditioningAirport Transfer (on Demand)CCTV surveillanceLaundry ServiceRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
ICheck Inn Trams Square Chiang Mai,Mai,Thailand,,1322,, , ,,,,,
Sanae Chiang Mai Hotel,Mai,Thailand,,2566,Air ConditioningCCTV surveillanceIndoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSwimming Pool, , ,,,,,
The Craft Nimman,Mai,Thailand,,4045,Business ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopSpa, , ,,,,,
R1 Boutique Service Apartment,Mai,Thailand,4,1127,Health-Spa, , ,,,,,
Rimnim Hostel,Mai,Thailand,5,490,Indoor EntertainmentOutdoor ActivitiesParking FacilityTravel Assistance, , ,,,,,
The Bliss Chiang Mai,Mai,Thailand,3.5,1635,CCTV surveillanceFree InternetHealth-SpaLaundry Service,Good hotel, ,,,,,
Hug Nimman Hotel Chiangmai,Mai,Thailand,,2657,Free InternetFront deskLaundry ServiceSpa, , ,,,,,
F Plus F Hostel,Mai,Thailand,,896,, , ,,,,,
Samantan Hotel,Mai,Thailand,,2359,Air ConditioningAirport Transfer (on Demand)Laundry ServiceRoom Service, , ,,,,,
The Loft Room Nimman,Mai,Thailand,4,2207,Indoor EntertainmentRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Patitta Apartment,Mai,Thailand,3.5,1180,Air ConditioningFree InternetRoom ServiceTravel Assistance, , ,,,,,
Radateeree Resort,Mai,Thailand,5,1687,Air ConditioningBusiness ServicesConference RoomFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Eden Garden Resort,Mai,Thailand,4,910,Air ConditioningAirport Transfer (on Demand)Banquet hallCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment, , ,,,,,
Bann Tazala Exclusive Residence,Mai,Thailand,4.5,4074,Free InternetFront deskLaundry ServiceRestaurant/Coffee ShopSpaSwimming Pool, , ,,,,,
